ACCOUNT_ID,SUBJECT_LINE,SENT_COUNT,DELIVERED_COUNT,OPENED_COUNT,UNIQUE_OPENED_COUNT,UNIQUE_BOUNCE_COUNT,Open Rate,char length of subject line
123,Take an EXTRA 20% off clearance in stores (!),7983046,7982046,918255,785245,1000,9.84%,45
123,Take an EXTRA 20% off clearance in stores!,1001212,1000212,145482,122846,1000,12.28%,42
123,Take it easy (for under $60).,880889,879889,190873,153260,1000,17.42%,29
123,Take on your Turkey Bowl.,1024899,1023899,157920,138263,1000,13.50%,25
123,Take your look from sunrise to sunset.,4484446,4483446,745409,592502,1000,13.22%,38
123,Take your sandals up a notch.,4481018,4480018,808137,635646,1000,14.19%,29
123,Tax-free shopping ends today!,69624,68624,12421,10386,1000,15.13%,29
123,Technical boots to take on winter.,6494284,6493284,947281,802841,1000,12.36%,34
123,Tell us about yourself (and get points!).,176087,175087,31454,25870,1000,14.78%,41
123,Thankful for all things c o z y.,979121,978121,113270,100846,1000,10.31%,32
123,Thanks for being the best (literally).,1238389,1237389,360544,282114,1000,22.80%,38
123,Thanks for getting new stuff!,3536419,3535419,1906234,1267908,1000,35.86%,29
123,That $10 (for giving us your email).,564110,563110,717132,286319,1000,50.85%,36
123,That $10 off disappears at midnight.,1161117,1160117,264028,195717,1000,16.87%,36
123,That $10 off ends MONDAY!,5874970,5873970,1398535,1005202,1000,17.11%,25
123,That $10 off ends TOMORROW.,479100,478100,120717,89118,1000,18.64%,27
123,That $10 off ends soon!,2004395,2003395,297673,243151,1000,12.14%,23
123,That $10 off is gone TONIGHT.,11346,10346,3124,2218,1000,21.44%,29
123,That $10 off is gone at midnight!,2912673,2911673,432696,358734,1000,12.32%,33
123,That $10 off we told you about.,113665,112665,73853,34078,1000,30.25%,31
123,That $10 you got in the mail.,527367,526367,203262,119477,1000,22.70%,29
123,That $20 disappears tomorrow.,7694251,7693251,1200335,924894,1000,12.02%,29
123,That $20 off disappears at midnight.,1744771,1743771,427382,315215,1000,18.08%,36
123,That $20 off ends MONDAY!,160866,159866,34018,25121,1000,15.71%,25
123,That $20 off ends so soon!,400288,399288,95016,65533,1000,16.41%,26
123,That $20 off is waiting for you...,646939,645939,175784,121196,1000,18.76%,34
123,That $25 Bonus Offer? Use it!,2519,1519,1409,556,1000,36.60%,29
123,That 15% off ends tonight!,2048869,2047869,349058,272557,1000,13.31%,26
123,That 20% off ends TOMORROW.,1922168,1921168,219987,188481,1000,9.81%,27
123,That 20% off is going...going...,6729209,6728209,844916,715971,1000,10.64%,32
123,That free $$$ disappears tonight!,702279,701279,202802,146550,1000,20.90%,33
123,That free $20 disappears TONIGHT.,30104,29104,6904,4924,1000,16.92%,33
123,That genuine leather. These amazing prices.,279651,278651,39908,34382,1000,12.34%,43
123,That thing you got in the mail!,119151,118151,28932,19584,1000,16.58%,31
123,The #1 boot for sleet and   snow.,292986,291986,46653,39247,1000,13.44%,33
123,The $19.95 braided sandal your closet is missing.,7978315,7977315,1496394,1123205,1000,14.08%,49
123,The $50 and   under Fall Trend Event ends today!,1116699,1115699,215903,173460,1000,15.55%,48
123,The '90s called.,9288927,9287927,1612499,1298329,1000,13.98%,16
123,The 'It' girl's August guide.,860494,859494,81983,68207,1000,7.94%,29
123,The 5 shoes you need this summer.,841869,840869,613577,518244,1000,61.63%,33
123,The 6 things you need for fall.,1322531,1321531,269747,221737,1000,16.78%,31
123,The BEST sneaker brands for you + the family.,1011398,1010398,164841,133839,1000,13.25%,45
123,The Big Brand Event = BIG savings.,215150,214150,32825,28094,1000,13.12%,34
123,The FREE GIFT you'll wear e-v-e-r-y-w-h-e-r-e.,3027172,3026172,874992,604792,1000,19.99%,46
123,The Fall Pop-Up Party starts at 6pm!,256203,255203,60758,47726,1000,18.70%,36
123,The June trends you need to know about.,1889361,1888361,398585,307994,1000,16.31%,39
123,The Raid The Warehouse Sale ends tonight!,8836499,8835499,1193764,1039523,1000,11.77%,41
123,The answer is always sandals.,3117423,3116423,816858,653790,1000,20.98%,29
123,The back to school lookbook is here,691808,690808,98641,85375,1000,12.36%,35
123,The best exclusive brands to buy now. (And under $50!),13815633,13814633,2223442,1734515,1000,12.56%,54
123,The best in the biz.,1353929,1352929,223748,181237,1000,13.40%,20
123,The biggest names for under the tree.,83684,82684,11214,9703,1000,11.74%,37
123,The boot comes in HOW many colors?,854009,853009,107317,83469,1000,9.79%,34
123,The boot with over 150 5-star reviews.,669628,668628,496088,433837,1000,64.88%,38
123,The boot with over 200 (!) 5-star reviews.,6779929,6778929,925211,800238,1000,11.80%,42
123,The booties you need. The brands you love.,7252028,7251028,1529254,1185917,1000,16.36%,42
123,The booties you've been waiting for.,1367662,1366662,344200,268470,1000,19.64%,36
123,The brands you can't get anywhere else.,6132433,6131433,1160988,902890,1000,14.73%,39
123,The classics. By you.,5827846,5826846,1182128,895122,1000,15.36%,21
123,The easiest color to wear.,1003188,1002188,137372,120414,1000,12.02%,26
123,The easiest sandals of summer.,1740262,1739262,257598,215323,1000,12.38%,30
123,The essentials: A kit.,89970,88970,16888,13801,1000,15.51%,22
123,The heights of summer.,6769112,6768112,1083361,900864,1000,13.31%,22
123,The iconic sneakers you LOVE.,811701,810701,154147,126778,1000,15.64%,29
123,The lace-up boots you need.,3006435,3005435,797789,638126,1000,21.23%,27
123,The leather booties you've been waiting for.,3048747,3047747,641603,504081,1000,16.54%,44
123,The most comfortable heels on the block.,1174040,1173040,180231,154075,1000,13.13%,40
123,The new shoes on the block.,8589616,8588616,1601755,1280241,1000,14.91%,27
123,The new way to sneaker.,5172366,5171366,994919,802140,1000,15.51%,23
123,The newest arrivals you'll love.,22942,21942,7794,5420,1000,24.70%,32
123,The ones that got away...are back. (HURRY.),7246059,7245059,1493267,1185763,1000,16.37%,43
123,The oxfords everyone's talking about.,88356,87356,18058,15133,1000,17.32%,37
123,The perfect beach slides are in here.,3625031,3624031,596026,492442,1000,13.59%,37
123,The perfect bootie to have for the season!,713446,712446,536928,461075,1000,64.72%,42
123,The perfect boots DO exist.,91984,90984,12974,11331,1000,12.45%,27
123,The perfect packable sandal.,6074997,6073997,1149861,928599,1000,15.29%,28
123,The reviews are in...,35871,34871,9055,7324,1000,21.00%,21
123,The sandals you need for under $30.,30311,29311,5980,5112,1000,17.44%,35
123,The sandals you need this summer.,6220,5220,1138,943,1000,18.07%,33
123,The sandals you need.,33664,32664,6807,5510,1000,16.87%,21
123,The shoes of the season are...,7362268,7361268,1399330,1156106,1000,15.71%,30
123,The sneaker your collection is missing.,30649,29649,5930,4821,1000,16.26%,39
123,The sneakers you need right now.,79626,78626,15908,12998,1000,16.53%,32
123,The sneakers you've been looking for.,6093534,6092534,1088071,890496,1000,14.62%,37
123,The trends taking over April.,346809,345809,76877,59684,1000,17.26%,29
123,The ultimate boot collection.,2086806,2085806,444644,338934,1000,16.25%,29
123,The ultimate spring cleaning checklist.,48974,47974,9746,7800,1000,16.26%,39
123,The under $50 Fall Trend Event ends today!,6298017,6297017,1334487,1011676,1000,16.07%,42
123,There are 2 great offers in here,4285,3285,414,352,1000,10.72%,32
123,There are major savings in here.,2664801,2663801,375431,317517,1000,11.92%,32
123,There's $20 in here.,5620455,5619455,1239469,925830,1000,16.48%,20
123,There's A LOT of boot inspo in here.,5933246,5932246,782684,674217,1000,11.37%,36
123,There's money in here.,945602,944602,170479,133850,1000,14.17%,22
123,These FREE GIFTS are going fast!,7220495,7219495,1054233,905184,1000,12.54%,32
123,These are ALL under $60. Boom.,580188,579188,105942,89188,1000,15.40%,30
123,These are Fall's statement makers.,271907,270907,62956,52578,1000,19.41%,34
123,These are alllllll new.,8636126,8635126,1406742,1164764,1000,13.49%,23
123,These are best sellers for a reason.,760325,759325,128915,105594,1000,13.91%,36
123,These are exclusively ours.,658200,657200,497247,433424,1000,65.95%,27
123,These are important.,1289537,1288537,192755,165637,1000,12.85%,20
123,These are the brands to get.,882595,881595,170413,142394,1000,16.15%,28
123,These are the names making headlines.,12574387,12573387,2039722,1554006,1000,12.36%,37
123,These are the styles. Now is the time.,4744882,4743882,1049761,794486,1000,16.75%,38
123,These booties are a must.,2117179,2116179,611244,462612,1000,21.86%,25
123,These boots and   bags? All under $50.,344410,343410,52058,43236,1000,12.59%,38
123,These boots and   booties are flying off the shelves.,1466748,1465748,1080639,935569,1000,63.83%,53
123,These boots are flying off the shelves.,1002775,1001775,149680,129317,1000,12.91%,39
123,These boots are made for awesome.,80685,79685,18061,14675,1000,18.42%,33
123,These boots are ready for spring.,89894,88894,17611,14351,1000,16.14%,33
123,These boots are sooo you.,5393672,5392672,953104,800677,1000,14.85%,25
123,These boots are under $80 and   totally you.,3239461,3238461,625529,505326,1000,15.60%,44
123,These boots have a major 'tude.,8976235,8975235,1334689,1154549,1000,12.86%,31
123,These boots look amazing on.,2130430,2129430,760745,570972,1000,26.81%,28
123,These boots make everything look good.,56021,55021,8570,7423,1000,13.49%,38
123,These brands are the tops.,74177,73177,16419,11692,1000,15.98%,26
123,These brands belong in your closet.,633189,632189,79105,70165,1000,11.10%,35
123,These clearance prices are soooo gooood.,729522,728522,110503,94408,1000,12.96%,40
123,These clearance styles will be gone soon!,7939655,7938655,943501,824868,1000,10.39%,41
123,These deals are just for you.,694246,693246,106396,90633,1000,13.07%,29
123,These deals are just. For. You.,959402,958402,174569,141154,1000,14.73%,31
123,These deals end tonight!,3671453,3670453,844504,667741,1000,18.19%,24
123,These heels are ready to paaaarty.,316123,315123,75468,63152,1000,20.04%,34
123,These heels are under $50?!,912960,911960,224478,185478,1000,20.34%,27
123,These kids' sneakers are cuuuuuuuuute.,60703,59703,16439,8501,1000,14.24%,38
123,These look good on everyone.,284091,283091,48962,41611,1000,14.70%,28
123,These make your legs look longer (for real).,5587812,5586812,1038629,810391,1000,14.51%,44
123,These party shoes are so 2019.,1001917,1000917,136241,118389,1000,11.83%,30
123,These sandals = the perfect summer.,2311509,2310509,392826,321636,1000,13.92%,35
123,These sandals are c o m f o r t a b l e.	,111181,110181,18405,15673,1000,14.22%,41
123,These sandals came to play.,128425,127425,22976,19000,1000,14.91%,27
123,These sandals will make your summer.,44296,43296,8030,6600,1000,15.24%,36
123,These sandals. For everything.,164810,163810,33510,26766,1000,16.34%,30
123,These shoes are all $10 off.,3388,2388,448,313,1000,13.11%,28
123,These shoes are all you.,6652263,6651263,1223992,1005836,1000,15.12%,24
123,These shoes mean business.,3264057,3263057,402598,350515,1000,10.74%,26
123,These should be on your wishlist + up to 65% off Clearance!,286566,285566,47744,39981,1000,14.00%,59
123,These slides are electric.,208820,207820,42682,33984,1000,16.35%,26
123,These sneakers are next-level.,5912514,5911514,899145,762261,1000,12.89%,30
123,These sneakers should be in your closet.,90803,89803,18080,14720,1000,16.39%,40
123,These sneakers take us back.,841356,840356,177498,145338,1000,17.29%,28
123,These sneakers. For the fun of it.,3260661,3259661,659960,528314,1000,16.21%,34
123,These wedges are sooo comfy.,8519761,8518761,1465107,1239248,1000,14.55%,28
123,These were made for your favorite jeans.,576707,575707,91044,77959,1000,13.54%,40
123,These will be taking over summer (again).,1117064,1116064,233359,181376,1000,16.25%,41
123,These will impress the fam.,253047,252047,43602,37264,1000,14.78%,27
123,These work overtime.,370447,369447,78589,62993,1000,17.05%,20
123,These yay-worthy prices end tomorrow!,693851,692851,114000,96005,1000,13.86%,37
123,These. Because Spring is almost here!,6359952,6358952,1372126,1030406,1000,16.20%,37
123,These. New. Arrivals.,7731421,7730421,1299263,1088599,1000,14.08%,21
123,These. shoes. are. so. comfortable.,579830,578830,122599,102564,1000,17.72%,35
123,They're baaaaack...,819489,818489,155054,129702,1000,15.85%,19
123,They're baaack...,5832909,5831909,1130490,930425,1000,15.95%,17
123,Think tall.,166630,165630,32458,26939,1000,16.26%,11
123,This $10 disappears tonight!,360521,359521,82300,63526,1000,17.67%,28
123,This $10 is for you.,1791140,1790140,441683,251134,1000,14.03%,20
123,This $10 off thing ends so soon.,6265129,6264129,1218140,915072,1000,14.61%,32
123,This $10 will be gone soon!,117035,116035,28186,20301,1000,17.50%,27
123,This $20 disappears tonight!,1431293,1430293,321390,241662,1000,16.90%,28
123,This $20 is for you.,1796285,1795285,562427,338902,1000,18.88%,20
123,This $20 will be gone soon!,2232063,2231063,714968,442196,1000,19.82%,27
123,This FREE GIFT is going so fast...,117840,116840,45774,31589,1000,27.04%,34
123,This OTK boot is EPIC.,1085731,1084731,235654,179572,1000,16.55%,22
123,This color is having a moment.,678770,677770,517081,452583,1000,66.78%,30
123,This color is your secret weapon.,7245342,7244342,1172068,999061,1000,13.79%,33
123,This color looks great on you.,6202130,6201130,1232504,994143,1000,16.03%,30
123,This email will save you money.,1405691,1404691,292700,214808,1000,15.29%,31
123,This ends @ midnight...,1093865,1092865,206303,161041,1000,14.74%,23
123,This is BIG: Up to $60 off now!,6804459,6803459,1102085,878713,1000,12.92%,31
123,This is FREE.,11615,10615,6346,3390,1000,31.94%,13
123,This is a big deal.,1774757,1773757,358993,270037,1000,15.22%,19
123,This is a reason to shop today.,311679,310679,44391,37961,1000,12.22%,31
123,This is athleisure.,5579382,5578382,1048250,836083,1000,14.99%,19
123,This is how you celebrate Mom.,4374503,4373503,826495,589477,1000,13.48%,30
123,This is it! $10 off ends today.,11781370,11780370,2273533,1769292,1000,15.02%,31
123,This is it! 20% OFF ends tonight.,307435,306435,53604,42085,1000,13.73%,33
123,This is it! Shop now to stay Premier in 2017.,62257,61257,21333,15226,1000,24.86%,45
123,This is it! Two amazing offers end today.,3719324,3718324,977403,736579,1000,19.81%,41
123,This is the new athleisure.,785826,784826,184629,151588,1000,19.31%,27
123,This is what fall looks like.,7835061,7834061,1217999,1031100,1000,13.16%,29
123,This is what iconic looks like.,303987,302987,45927,38505,1000,12.71%,31
123,This is what original looks like.,5259492,5258492,851027,696630,1000,13.25%,33
123,This is what spring looks like.,65509,64509,10536,8767,1000,13.59%,31
123,This is your final call to save $20!,24767,23767,5135,3667,1000,15.43%,36
123,This offer is seriously NOJOKE.,379440,378440,86193,59426,1000,15.70%,31
123,This sale is BIG.,8815969,8814969,1242085,1038670,1000,11.78%,17
123,This sandal is about to make your summer.,349448,348448,66894,54742,1000,15.71%,41
123,This weekend only: Earn $5 Rewards faster!,145832,144832,26143,20815,1000,14.37%,42
123,This. Is. BIG.,573974,572974,137376,103967,1000,18.15%,14
123,This. Is. H-U-G-E.,16872538,16871538,3428331,2390074,1000,14.17%,18
123,Those shoes you love are $20 off (!),245103,244103,65719,42482,1000,17.40%,36
123,Three cheers for cool chukkas and   awesome sneakers.,912515,911515,200314,150222,1000,16.48%,53
123,Three words: Summer. Sandal. CLEARANCE.,7164538,7163538,1471251,1115402,1000,15.57%,39
123,Throw these on and go.,925413,924413,185922,156403,1000,16.92%,22
123,Time to get festive.,475790,474790,82027,69344,1000,14.61%,20
123,Time to get that $20 off.,637847,636847,163175,107526,1000,16.88%,25
123,Time's almost up. Use your $25 Bonus Offer now!,2139,1139,840,335,1000,29.41%,47
123,To get: 5 trends lighting up December.,823769,822769,171021,137179,1000,16.67%,38
123,To get: Sneakers starting at $30.,803920,802920,183737,145868,1000,18.17%,33
123,Today only: FREE 2-day shipping!,7144603,7143603,825283,712107,1000,9.97%,32
123,Today only: FREE shipping on ANYTHING!,8317334,8316334,1563715,1257665,1000,15.12%,38
123,Today's featured style = sooo comfortable.,2592650,2591650,477937,402861,1000,15.54%,42
123,Today's featured style gets you $10 (!),721857,720857,92677,79798,1000,11.07%,39
123,Today's featured style is so good.,458385,457385,81208,68630,1000,15.00%,34
123,Today: 25% off. Forever: these November picks.,7248086,7247086,1415030,1106219,1000,15.26%,46
123,Tomorrow. It. Is. On.,205367,204367,50592,42115,1000,20.61%,21
123,Tomorrow...,12571051,12570051,2235220,1864366,1000,14.83%,11
123,Tons and   tons of BOOTS!,2962679,2961679,382200,330027,1000,11.14%,25
123,Top brands. Genuine leather.,1003305,1002305,151864,130750,1000,13.04%,28
123,Top brands: High performance sneakers,899143,898143,117870,101754,1000,11.33%,37
123,Top the best-dressed list in these.,384198,383198,56022,47606,1000,12.42%,35
123,Top-rated sneakers inside.,1022024,1021024,153571,131941,1000,12.92%,26
123,Topping the best-dressed list? You.,847513,846513,594211,512195,1000,60.51%,35
123,Totally exclusive.,4116166,4115166,1148177,934067,1000,22.70%,18
123,Trend watch: Block heel sandals.,846478,845478,183200,141080,1000,16.69%,32
123,Trending now: transitional styles. (And $10 off.),1964570,1963570,415587,325385,1000,16.57%,49
123,Trending: These sneakers.,8097715,8096715,1484444,1253522,1000,15.48%,25
123,Two words: Free. Shipping.,2656928,2655928,478099,383512,1000,14.44%,26
123,Two words: New. Shoes.,10376927,10375927,2060907,1719520,1000,16.57%,22
123,UNLOCKED: 20% off boots and   booties!,6264527,6263527,804864,670289,1000,10.70%,38
123,Unlocked: $10 off.,6357619,6356619,1136068,883895,1000,13.91%,18
123,Unofficially: Summer.,6473739,6472739,1113995,915947,1000,14.15%,21
123,Unsubscribe Opt-Out/Down Test,1007,7,20,5,1000,71.43%,29
123,Up to $40 off + booties for summer-to-fall dressing.,1032189,1031189,208975,155571,1000,15.09%,52
123,Up to $40 off + peep-toe booties for summer-to-fall dressing.,6340354,6339354,1389805,1024047,1000,16.15%,61
123,Up to $40 off + shop the boot reviewers L-O-V-E.,1093267,1092267,220531,167525,1000,15.34%,48
123,Up to $40 off this wknd! Boot shopping anyone?,7202880,7201880,1480078,1083626,1000,15.05%,46
123,Up to $60 (!) off.,990989,989989,217439,162952,1000,16.46%,18
123,Up to $60 off + all the feels.,519311,518311,158257,121259,1000,23.40%,30
123,Up to $60 off ends tomorrow!,2093526,2092526,333263,270960,1000,12.95%,28
123,Up to 25% off + MORE VIP perks!,7354793,7353793,1068371,859067,1000,11.68%,31
123,Up to 25% off + NEW arrivals.,820321,819321,121558,101035,1000,12.33%,29
123,Up to 25% off + NEW sandals.,5775549,5774549,935082,724430,1000,12.55%,28
123,Up to 25% off + gift ideas for dads.,898389,897389,168666,130492,1000,14.54%,36
123,Up to 25% off ends TONIGHT.,6495361,6494361,799003,680031,1000,10.47%,27
123,Up to 25% off ends at MIDNIGHT.,183338,182338,30491,24783,1000,13.59%,31
123,Up to 25% off ends at midnight.,1090770,1089770,156730,127059,1000,11.66%,31
123,Up to 25% off is happening. Now.,5042585,5041585,634282,524314,1000,10.40%,32
123,Up to 25% off shoes (in the exact-right size).,275520,274520,49463,39038,1000,14.22%,46
123,Up to 25% off these fall essentials.,822942,821942,128290,106002,1000,12.90%,36
123,Up to 25% off these important styles.,6509690,6508690,845139,696150,1000,10.70%,37
123,Up to 25% off. You in?,32963,31963,5742,4343,1000,13.59%,22
123,Up to 60% off CLEARANCE.,1726946,1725946,237803,205062,1000,11.88%,24
123,Up to 60% off for HUGE PRICE DROP CLEARANCE!,2049549,2048549,257632,220660,1000,10.77%,44
123,Up to 65% off Clearance + brand name boots you love,949350,948350,192866,147170,1000,15.52%,51
123,Up to 65% off clearance (with NEW styles added)!,382797,381797,75335,59445,1000,15.57%,48
123,Up to 65% off clearance ends today!,44564,43564,8567,6999,1000,16.07%,35
123,Up to 70% OFF + big names for just $29.99!,4138761,4137761,599951,489065,1000,11.82%,42
123,Up to 70% OFF clearance on now.,998122,997122,180983,146910,1000,14.73%,31
123,Up to 70% off. Right now.,809501,808501,132785,106465,1000,13.17%,25
123,Upgrade your run.,958247,957247,160362,134964,1000,14.10%,17
123,Use code HAPPYSPRING. Save $20.,406635,405635,130517,86097,1000,21.23%,31
123,Use code KEEPSAVING. Save more.,6174652,6173652,1280354,964229,1000,15.62%,31
123,Use code SPRINGMOOD to save big.,307458,306458,76879,53658,1000,17.51%,32
123,Use code SUMFUN to save $10,628137,627137,102596,80274,1000,12.80%,27
123,Use code SUNKISSED to save $10,628385,627385,104948,81756,1000,13.03%,30
123,Use code TAKE25. Save big.,6260938,6259938,1550727,1034560,1000,16.53%,26
123,Use code VACAYVIBES to save $10.,628758,627758,104701,81175,1000,12.93%,32
123,Use it or lose it: $10 off ends today!,1421215,1420215,397525,258603,1000,18.21%,38
123,Use that $10 off before midnight!,619413,618413,134616,107262,1000,17.34%,33
123,Use that $15 off before midnight!,67047,66047,17235,14190,1000,21.48%,33
123,Use that $20 off before midnight!,209304,208304,44957,38224,1000,18.35%,33
123,Use your $20 before it's gone tonight (!),888056,887056,194792,146303,1000,16.49%,41
123,Use your $20 now!,2590,1590,1424,564,1000,35.47%,17
123,Use your $20 off soon!,66586,65586,17972,12146,1000,18.52%,22
123,VANS: A classic. By you.,739676,738676,134198,113917,1000,15.42%,24
123,VIP Elite Exclusive: FREE gift + $10 off.,86680,85680,63949,29432,1000,34.35%,41
123,VIP Elite Exclusive: FREE gift.,103193,102193,54191,28703,1000,28.09%,31
123,VIP Exclusive: Get your FREE cooler!,6506913,6505913,1413403,1021057,1000,15.69%,36
123,VIP Gold Exclusive: FREE gift + $10 off.,53266,52266,33537,16152,1000,30.90%,40
123,VIP Gold Exclusive: FREE gift.,96596,95596,34604,20308,1000,21.24%,30
123,VIPs get the perks (like $10 off). You in?,125199,124199,31732,23046,1000,18.56%,42
123,Vacation essentials for you and   him.,646051,645051,95652,80254,1000,12.44%,38
123,Vote for the Spring 2017 FREE gift!,203996,202996,69181,47259,1000,23.28%,35
123,$20 off is yours. Because it's been too long.,158150,157150,61906,28555,1000,18.17%,45
123,$20 off just for you--don't forget!,552473,551473,231349,118089,1000,21.41%,35
123,$20 off starting NOW!,227597,226597,78436,42782,1000,18.88%,21
123,$20 off starting now!,22130,21130,6631,4146,1000,19.62%,21
123,$20 off these Italian-made classics.,709397,708397,161435,121520,1000,17.15%,36
123,$20 off those shoes you want.,73378,72378,20947,10283,1000,14.21%,29
123,$20 off! (But not for long!),294821,293821,121065,77316,1000,26.31%,28
123,$20 off! (You almost missed it!),240183,239183,66012,47071,1000,19.68%,32
123,$20 off--you almost missed it!,623663,622663,177054,114769,1000,18.43%,30
123,$20 off. (Expires today!),286420,285420,72140,48421,1000,16.96%,25
123,$20 off. (You're welcome.),17824,16824,3391,2347,1000,13.95%,26
123,$20 off. *mic drop*,547797,546797,192261,113394,1000,20.74%,19
123,$20 off. Just because.,273524,272524,143745,62787,1000,23.04%,22
123,$20 off. Just for you.,243917,242917,110738,52659,1000,21.68%,22
123,$20 off. Who wants in?,620013,619013,201438,112003,1000,18.09%,22
123,$20 off. You in?,213464,212464,48704,36386,1000,17.13%,16
123,$20 off. Your move.,458018,457018,204889,97050,1000,21.24%,19
123,$20 to say thanks for being a VIP.,2543761,2542761,1076462,574996,1000,22.61%,34
123,$20 to use on new stuff.,38618,37618,11232,7074,1000,18.80%,24
123,$20. Off. Shoes.,1104248,1103248,415792,218644,1000,19.82%,16
123,$20.17 off! Best. Year. Ever.,7499247,7498247,1971157,1439092,1000,19.19%,29
123,$20.18 OFF. Do you.,7640741,7639741,1696448,1325676,1000,17.35%,19
123,$20.18 off! Best. Year. Ever.,6736786,6735786,1293470,1008506,1000,14.97%,29
123,$24.95 and   up sandals + HUGE CLEARANCE is on.,8015611,8014611,1373105,994772,1000,12.41%,47
123,$25 bonus cards @ the Early Access Clearance Event!,18201,17201,10155,4283,1000,24.90%,51
123,$25 bonus cards are up for grabs!,40960878,40959878,21750164,13189682,1000,32.20%,33
123,$29.95 and   under sandals = a Memorial Day MUST.,8141625,8140625,1237119,922974,1000,11.34%,49
123,$29.95 and   under sandals = more $$ for pedicures!,8146137,8145137,1322871,972915,1000,11.94%,51
123,$29.95 Mix No. 6 heels. SO. MANY. COLORS!,1933409,1932409,410223,311207,1000,16.10%,41
123,$39.95 and   up sandals made for summer festivals + beyond.,2314011,2313011,394533,310517,1000,13.42%,59
123,$5 OFF + shop the colors of fall!,569936,568936,156825,101168,1000,17.78%,33
123,$5 OFF = a very happy first day of fall!,4984496,4983496,1713889,1013287,1000,20.33%,40
123,$5 OFF disappears tomorrow!,2223764,2222764,762775,469554,1000,21.12%,27
123,$5 OFF in stores and   online + OTK boots on your budget.,970518,969518,283464,175083,1000,18.06%,57
123,$5 OFF is now yours! (Shop like you mean it!),25980,24980,16167,6732,1000,26.95%,45
123,$5 OFF to celebrate your (half) birthday!,7666,6666,4122,1756,1000,26.34%,41
123,$5 OFF! Save on boots $69.95 and   under.,876494,875494,219478,147566,1000,16.86%,41
123,$5 off (allll for you).,11987,10987,3764,2431,1000,22.13%,23
123,$5 off (just for being you).,5003650,5002650,1474725,931442,1000,18.62%,28
123,$5 off + sandals $24.95 and   under?? Best. Friday. Ever.,293956,292956,49689,36597,1000,12.49%,57
123,$5 off + sandals for HOW much?? Best. Friday. Ever.,2985599,2984599,568895,396829,1000,13.30%,51
123,$5 off + sandals for HOW much?? Best. Sunday. Ever.,5780423,5779423,1128532,751098,1000,13.00%,51
123,$5 off in stores and   online + THESE booties.,650910,649910,189058,120319,1000,18.51%,46
123,$5 off in stores and   online + THESE leather boots.,412560,411560,85038,64251,1000,15.61%,52
123,$5 off. You in?,388866,387866,81991,57491,1000,14.82%,15
123,${CONTACTS_LIST.FIRST_NAME?capitalize}: Join our NEW and   exclusive community!,2193057,2192057,616165,445839,1000,20.34%,79
123,${dcm__subjectLine},10259,9259,11633,6613,1000,71.42%,19
123,TIL MIDNIGHT: Keep the party going.,4860304,4859304,776859,636823,1000,13.11%,35
123,(!) $10 off + Up to 65% off clearance (!),7282280,7281280,1122193,899682,1000,12.36%,41
123,(!) 4X points + over 1000 new markdowns.,1719291,1718291,269262,216238,1000,12.58%,40
123,(!) FREE gift (!),306834,305834,59627,48629,1000,15.90%,17
123,(!) FREE gift + $10 off (!),3733,2733,1353,734,1000,26.86%,27
123,(!) FREE gift + 20% off all this stuff.,1057306,1056306,140848,118258,1000,11.20%,39
123,(!) FREE gift + major clearance (!),2153281,2152281,382152,309559,1000,14.38%,35
123,(!) LAST CALL for 20% off (!),391031,390031,61877,49255,1000,12.63%,29
123,(!) That 20% OFF in stores and   online ends tonight. ,8135655,8134655,987431,840686,1000,10.33%,54
123,(Re)introducing the mule.,7318081,7317081,1764636,1373598,1000,18.77%,25
123,*new shoes dance*,8692108,8691108,1524253,1261566,1000,14.52%,17
123,1 stunning boot. 3 great outfits.,11096640,11095640,1630082,1387600,1000,12.51%,33
123,1) Add to bag. 2) Save $10.,1783301,1782301,342981,262277,1000,14.72%,27
123,1. Come to our party. 2. Take #shoefies.,6213882,6212882,1084658,848065,1000,13.65%,40
123,10 gifts that are better than framed pics.,5829289,5828289,1031807,798952,1000,13.71%,42
123,10 seconds to better legs.,744396,743396,126252,103487,1000,13.92%,26
123,1000s of clearance items just added!,699859,698859,93007,79060,1000,11.31%,36
123,12 pairs you need.,671095,670095,94590,82180,1000,12.26%,18
123,15% OFF + fall flats under $60.,99641,98641,18470,13894,1000,14.09%,31
123,15% OFF for your spring look.,1363908,1362908,272083,204280,1000,14.99%,29
123,15% OFF outfit-making sandals.,1814850,1813850,98679,74984,1000,4.13%,30
123,15% OFF the most comfortable shoes ever.,2010972,2009972,507636,359754,1000,17.90%,40
123,15% off everything (!) with code HELLOFALL,6266692,6265692,949987,745770,1000,11.90%,42
123,17 recommended boots for you.,316139,315139,56786,47235,1000,14.99%,29
123,2 days left to get $10 OFF (aka hurry!).,603198,602198,98605,77122,1000,12.81%,40
123,2 days left to get $5 OFF (aka hurry!).,602840,601840,92117,74227,1000,12.33%,39
123,2 of summer's must-have brands.,6461637,6460637,1228054,994950,1000,15.40%,31
123,20% OFF + FREE FREE FREE!,707799,706799,474946,400538,1000,56.67%,25
123,20% OFF + Raid the Warehouse Sale (!),7369946,7368946,1440350,1053964,1000,14.30%,37
123,20% OFF + dress shoes that are sooo comfortable.,548195,547195,107007,89562,1000,16.37%,48
123,20% OFF all the best stuff.,5867342,5866342,906873,738447,1000,12.59%,27
